designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4472831271937522304,4472831271937522304,269.44615954748065,4.6779029255430284,-0.07512348256970308,-6.82182901269454,-11.35589624127912,1.0138123,19.059145,0.96206856,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271937525376,4472831271937525376,269.444092832139,4.6783787294314365,0.28740659967153465,-3.6374586499781825,-3.8807361507398457,1.0182931,17.72899,1.1247349,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4779.4355,4.8715,-1.8193,1136.8925,0.0177,0.014,0.0076
Gaia DR3 4472831271937537152,4472831271937537152,269.4456071270162,4.679982511569657,0.5849160783048543,3.2264096021527235,-9.396395989074938,0.9139198,17.146868,1.1976643,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4808.791,4.6641,-0.3811,1223.9208,0.1628,0.1279,0.0678
Gaia DR3 4472831271937550208,4472831271937550208,269.4524361922529,4.682329928392552,-0.14020683980591758,0.31807775799171306,-6.25109682473576,1.0785906,20.000343,1.3405323,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271937553408,4472831271937553408,269.4507280730922,4.682760238556604,-0.26935648911129867,1.0779304453021714,-1.7894363040502363,1.014229,19.626888,1.2689915,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271937565696,4472831271937565696,269.4479920861193,4.683307048331029,0.5983634572293447,-7.57861554331526,-3.2852289756842548,0.909215,16.50214,1.0382557,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5309.7295,4.6743,-0.8448,1080.0193,0.2933,0.2393,0.1295
Gaia DR3 4472831271937565824,4472831271937565824,269.44939022331124,4.68450670993237,0.18872761876919203,-2.6189236170939676,-7.189533392127965,1.0412812,18.03205,1.0239716,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5039.4487,4.7732,-1.5146,1788.4662,0.0118,0.0095,0.0051
Gaia DR3 4472831271945457920,4472831271945457920,269.44577007214406,4.6791665352993945,-0.19116411938611524,2.3096019803279026,-4.005134467013823,0.93684274,19.455526,1.3741245,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271945519744,4472831271945519744,269.454874428971,4.680798923805018,0.2442089443432657,0.27584079375856513,0.3833495984714141,1.0060395,20.230024,2.4303474,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271945535744,4472831271945535744,269.4571277935572,4.679759664498484,-1.9979851860274151,-3.512608984873919,-5.36358066979521,1.216937,20.629969,2.3556213,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271945553664,4472831271945553664,269.4598281370267,4.6783023665967765,0.7624025124036515,-6.083558682071785,-3.322994461794551,1.0213355,20.296675,2.1775837,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831271945555456,4472831271945555456,269.460051019521,4.677625163097405,0.26293926331606865,0.15569842054984082,-7.330079640267241,0.9720544,20.750412,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831276234063616,4472831276234063616,269.4496948041495,4.682146606034932,3.3642164794200813,-0.17560382100205932,1.0889796325949102,1.0544484,20.552391,1.9036465,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831276235286400,4472831276235286400,269.4508974823326,4.684065032444306,1.2536512343352393,-4.333342496671749,-8.647137874700357,1.0615312,20.638395,1.0503922,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831276236889088,4472831276236889088,269.4546556766342,4.677527686469766,0.7395332679088875,-1.261665129625335,-6.752817462394202,1.018806,17.74011,1.4329472,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4236.307,4.2685,-0.7698,1899.715,0.0847,0.0636,0.0339
Gaia DR3 4472831306297277824,4472831306297277824,269.46912622285237,4.680463499379861,0.43230321553005624,-0.04133592988537338,-1.4927727729041527,0.9891943,18.65246,1.0088863,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4941.8125,4.8493,-1.8107,2025.0992,0.0037,0.003,0.0016
Gaia DR3 4472831306297290752,4472831306297290752,269.46606375865645,4.680590703589798,0.5428913469699058,-4.467428347951736,-4.498547948053627,1.0609119,18.78922,1.0938225,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5122.77,4.7914,-2.4301,2314.421,0.1817,0.1466,0.0803
Gaia DR3 4472831310595023744,4472831310595023744,269.47231267067025,4.685771141980297,,,,,20.813093,0.70866585,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831340657056512,4472831340657056512,269.48125976718615,4.687727924077782,0.4053588427230762,-8.785299838114598,-3.0671204238274266,0.99566656,17.260336,1.08498,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4884.798,4.8071,-1.5953,1057.4749,0.0588,0.0469,0.0253
Gaia DR3 4472831340657057536,4472831340657057536,269.4749413116051,4.688164511372287,-0.09761616085566141,-3.294077211909984,-1.9958104300531248,1.0354224,19.323538,1.021532,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831340657062528,4472831340657062528,269.4782914940045,4.689071911217499,-0.7835630175780474,0.9274908200796946,-7.3724549099446905,0.9792444,20.153791,1.5099659,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831340657080448,4472831340657080448,269.48380974142054,4.692325383459085,0.004826990975225091,-2.8889898894063046,-6.4376000461509335,1.1986074,17.344086,1.4009361,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4875.86,4.6886,-0.8421,957.3605,0.8439,0.6557,0.3548
Gaia DR3 4472831340665176192,4472831340665176192,269.4820438092404,4.6914732700262896,0.5659175765142084,4.788911895961621,-5.105226423134118,1.0333306,20.715483,2.1919384,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831344953525120,4472831344953525120,269.48348401036765,4.692159864113547,0.5255646819863126,1.0109319227095035,-3.2593749997003756,0.9379716,18.37058,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831344954591488,4472831344954591488,269.4768391692631,4.683708804066074,0.7197750729639011,-0.21288231672136124,-7.8286524240374415,1.2255496,20.683018,0.8100014,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375016767616,4472831375016767616,269.4661720623775,4.682302572831616,0.1570977418637861,-3.7614220169785164,-6.644465976282815,0.92953825,18.381802,1.0044441,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5042.0723,4.7918,-1.7538,2041.453,0.0097,0.0079,0.0043
Gaia DR3 4472831375016777088,4472831375016777088,269.4566420308166,4.684190954678614,0.5366846836232358,1.9771692328319164,-2.559405271011994,1.0744972,19.33988,0.9446106,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375016793216,4472831375016793216,269.4696689286196,4.68735438173239,0.6107271510063936,-11.748720914646205,-3.3155479051304617,0.9618218,17.535961,1.2468605,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4530.479,4.8144,-1.1838,985.599,0.0207,0.016,0.0086
Gaia DR3 4472831375016793344,4472831375016793344,269.45579663012614,4.6874666977293735,1.2123860341470551,-3.0584825120176555,-0.5710207546759235,1.0038023,20.009628,1.462616,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375016809344,4472831375016809344,269.4618358573623,4.690813560227791,1.0268101073617348,10.146042938414165,-11.891396217224068,1.1082803,19.285934,2.2170944,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375016813184,4472831375016813184,269.46342948556827,4.689276824048022,-0.03461958824961972,0.6546850125682405,-4.015101760600378,1.0617185,19.722498,1.3014984,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375016822912,4472831375016822912,269.4628648395787,4.693615894039129,-0.8681021193858014,-1.6171965980006606,-6.7642479110765015,0.9811495,19.91187,1.1283684,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375016824832,4472831375016824832,269.46104488843275,4.693687794444631,0.3052481041915357,-1.3646126608594544,-5.485749536143363,0.94583374,18.71989,1.2260494,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4651.5815,4.8714,-1.608,1687.041,0.0158,0.0124,0.0067
Gaia DR3 4472831375024736000,4472831375024736000,269.45500461093906,4.684534315088646,,,,,20.697514,1.0770702,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375024766592,4472831375024766592,269.45954666324224,4.692897035145111,0.03635177792317909,-3.8997373618859843,-3.6996320611624034,0.96788967,20.584085,0.72600555,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375024780416,4472831375024780416,269.4614758937059,4.685518431907899,1.6463834547796536,1.719662471652689,-0.6946019836789241,1.0015123,20.366892,1.5457554,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831375024791168,4472831375024791168,269.4630947443366,4.686901979005052,0.9824323160394174,-3.970337651131844,-1.407563416890165,1.0430162,20.265585,2.4966183,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831379313278848,4472831379313278848,269.45340620033926,4.687152541333264,,,,,20.856136,2.463194,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831379313280768,4472831379313280768,269.4518801693691,4.686846184066676,1.3550137024192213,0.35520797029378015,-7.388216733544716,0.9386626,20.547918,1.4018288,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831379316103296,4472831379316103296,269.4632054071141,4.683615200307851,0.07794254793545358,-2.227750391837238,-3.8050857267482465,0.9515572,18.006733,0.8598442,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5435.2495,4.7407,-1.6113,2301.3533,0.0068,0.0056,0.0031
Gaia DR3 4472831379316103424,4472831379316103424,269.46689279747125,4.688761350333121,1.183142477249428,4.02011732311346,0.009761940471683689,0.94287413,16.359821,1.4212542,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4668.53,4.5576,0.0714,852.0269,0.3763,0.2867,0.1506
Gaia DR3 4472831379316104320,4472831379316104320,269.46380825081707,4.690478934510529,0.2793838328236301,2.0199153807446297,-0.3110472765597604,0.9723447,18.04572,0.9107628,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5226.4424,4.7729,-1.6522,2003.7362,0.0093,0.0076,0.0041
Gaia DR3 4472831379316104576,4472831379316104576,269.4629820921312,4.6911432358555425,1.1841067029796069,-3.0348513674321147,-10.434172430659089,1.2181809,20.497988,1.515974,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409376533376,4472831409376533376,269.4721149488218,4.687448134494256,0.376212815985815,-1.7983011562887747,-2.6920166210218506,1.0869764,16.888527,1.055893,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5061.6855,4.6996,-1.0455,1124.1819,0.1361,0.1099,0.0594
Gaia DR3 4472831409376539392,4472831409376539392,269.47314380183496,4.688938205920836,-0.011958966438270435,-5.978489633318239,-4.485790335564403,1.0413426,18.73816,1.2135601,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4556.6895,4.8595,-1.4451,1632.3925,0.0073,0.0057,0.0031
Gaia DR3 4472831409376554880,4472831409376554880,269.46610117977747,4.692239299482511,0.7579599028703896,-2.3466476291407448,-4.4185654042599,0.9266652,20.042263,1.3020153,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409376581760,4472831409376581760,269.46648070151514,4.697496901333557,0.06849783583129399,-3.7272995627410004,-7.219069849972794,1.0072724,19.165836,1.0906086,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409376589056,4472831409376589056,269.468786384185,4.6991189182502335,-0.02495102887318479,1.8122564155379859,-8.307961957707498,0.95486665,19.595531,1.3883095,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409376602496,4472831409376602496,269.47580940898195,4.702268896842028,0.04290194474592289,-0.8576427134538823,-7.635348900104445,0.9478175,20.144375,1.1809292,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409378053760,4472831409378053760,269.4806454931192,4.698000476986266,0.8576180117145604,0.3951357834496928,-2.520296556241982,1.1139812,20.134195,1.2599583,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409384595456,4472831409384595456,269.4730186117339,4.693923196693492,0.3530593608900925,-2.931153926308709,-9.524622889062119,1.0234456,20.589493,1.2056866,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409384605952,4472831409384605952,269.47490658131187,4.695450114406099,0.41563206123503443,-1.1254299500037523,-4.666794259500711,0.9880309,20.42962,2.2468987,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409384642304,4472831409384642304,269.4803375588493,4.696533320472175,0.6541672776310147,-2.631338308032541,-9.049564719300474,1.0301429,20.490177,1.457344,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831409388363264,4472831409388363264,269.46931515306323,4.69965386905013,0.6443547458245108,-1.485786166659458,1.7122326792059694,0.9808934,20.530214,1.3294353,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831413673010048,4472831413673010048,269.4735366522492,4.699590530921192,1.1789272888320617,-2.940094496462674,-4.312660398699775,0.92401767,20.559023,1.0539436,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831413673010816,4472831413673010816,269.47078798959774,4.696740864572982,0.11579446130951132,-4.026774838800062,-4.762217128903612,1.0137268,19.719284,1.1200752,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831413673010944,4472831413673010944,269.47222272104904,4.699336323787748,0.03799363924509039,-6.371965972265274,-4.923325393440682,0.9859707,20.600065,2.0387268,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831718614212864,4472831718614212864,269.4891228007416,4.695174807709047,-0.27954659165840823,-0.49391197318834407,-5.398578398481686,0.93727916,19.416872,0.9964485,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831718614230400,4472831718614230400,269.4911691167196,4.698195178507767,0.25246289734962846,-0.8520092758163308,-3.7646944126887476,1.0701461,19.693054,1.368269,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831718614233088,4472831718614233088,269.48771522827894,4.698795339347495,-0.18611433424625293,-2.7545525421674744,-3.9060644583851047,1.0076244,19.589022,1.0951405,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831718614243840,4472831718614243840,269.49297787534664,4.701429515706574,0.44701829182583885,-4.00879045635169,-2.539181555659243,1.0136604,18.808147,1.0772915,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4831.1426,4.8932,-2.0025,1894.0073,0.0063,0.005,0.0027
Gaia DR3 4472831718622385920,4472831718622385920,269.49510076508693,4.704176931178833,-0.7639064138045292,-1.061713887034697,-3.710295993428988,1.0438195,20.429462,1.343504,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831752974008448,4472831752974008448,269.4989003018044,4.706233950452079,0.2374721671291167,-3.4029424830824304,-0.4412400739968262,1.0367085,16.863586,1.2243862,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4940.2827,4.4326,-0.4468,1509.0107,0.4372,0.3453,0.1849
Gaia DR3 4472831752974016384,4472831752974016384,269.50052674757814,4.70837359857855,-0.4727230204020789,1.2317119418908524,-2.423448466031438,0.99098724,19.89146,1.1738586,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831752982142720,4472831752982142720,269.49782456689326,4.7063039311793124,0.2907753900818244,-4.144633346660041,-3.730867399144543,0.92803,19.522995,1.5282784,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831757270382592,4472831757270382592,269.49999861483883,4.708360231343606,,,,,20.831427,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831757273221632,4472831757273221632,269.5047514980549,4.711500218607769,0.3517162216914736,2.206781345572106,-0.8978131306158932,0.9673203,15.9223585,0.901062,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5587.305,4.3535,-0.6577,1648.481,0.1842,0.1533,0.083
Gaia DR3 4472831787333702016,4472831787333702016,269.4844303630338,4.697351379201324,0.14296938172125384,-4.809475717780603,-6.901789550874207,0.93996173,19.822159,0.9909344,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787333730688,4472831787333730688,269.4805858785633,4.703295646181553,0.23524436255664535,0.09143706457252122,-0.4519664064179717,0.9921805,19.261591,1.4147034,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787333733888,4472831787333733888,269.48374257577746,4.7033910324200985,0.20173985463396527,-5.294102493685702,-13.585076556423818,0.9669102,18.546019,0.96183586,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5399.9644,4.7622,-3.503,2748.3975,0.0067,0.0055,0.0031
Gaia DR3 4472831787333753984,4472831787333753984,269.48772208693833,4.70766117535266,-0.12972043704096714,-0.5198109503727286,-7.21507615381459,1.0894116,18.412579,0.9854317,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5088.8257,4.7867,-1.5304,2175.9236,0.0066,0.0054,0.0029
Gaia DR3 4472831787333756416,4472831787333756416,269.483935457723,4.708529565936621,0.29108123998521335,-2.9478495920993,-5.594203789547228,0.9561355,19.21396,1.0767765,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787333779968,4472831787333779968,269.48241826045717,4.713206562148098,0.2890650364354137,-0.9307208063578508,-4.892325944092302,1.0266211,19.588917,1.714323,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787341770624,4472831787341770624,269.48124353005875,4.699029084964822,,,,,20.91936,0.5443897,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787341786880,4472831787341786880,269.4839219470878,4.707864538058031,0.9917675963471901,-2.5349139774204623,-6.585954444941809,0.9623996,20.763977,1.2432461,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787341836288,4472831787341836288,269.4916022008145,4.7040300076572725,1.9041119482662658,-2.8532303137386505,-10.454197410378402,1.0371486,20.641422,1.2460938,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831787344148480,4472831787344148480,269.4913856544939,4.705990363404673,1.0376138377356516,-6.045958999668549,-1.9184324647288724,0.99704033,20.291079,1.4157524,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831791630128000,4472831791630128000,269.486036798019,4.703026596739393,1.5332718522005029,0.33802185990296785,-2.5491533364252357,0.96690595,20.684515,1.8666344,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831791630128384,4472831791630128384,269.4846536215581,4.702765667213069,0.16977557838344742,4.103532076562138,-11.83146203676341,1.0520122,20.488379,1.8546238,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831791630131456,4472831791630131456,269.4767647738176,4.702263556498412,,,,,20.916838,1.1755352,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831791630133120,4472831791630133120,269.4826439810679,4.713590206723208,0.051411449068492286,0.5113181820202474,-7.418373650200067,1.0385964,19.604319,1.6483307,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831791632961664,4472831791632961664,269.49240859569954,4.7036525466164205,-0.3500316552515438,-4.368504262746991,0.9775176899856204,1.0186938,20.32175,2.2834263,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831791632962816,4472831791632962816,269.4840151991207,4.70017718637799,-0.34090971126818365,-5.420210597699825,-5.529884523848461,1.0409126,19.633408,1.3858299,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821693494656,4472831821693494656,269.495883816403,4.707782570076725,0.0393433372199471,-1.9754663691281589,-5.002283366299738,1.0531795,19.287622,1.1332035,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821693502848,4472831821693502848,269.4988031891606,4.709453319207334,0.3108766973862712,-5.687816542086251,-6.7104627360501,1.0156921,17.862776,1.0224438,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5006.2603,4.7958,-1.5383,1571.8785,0.0192,0.0155,0.0084
Gaia DR3 4472831821693518208,4472831821693518208,269.4929832821908,4.713640380736454,-0.03174105655624986,-0.8423406342621607,-3.6153829084080953,1.024756,19.348011,0.7010555,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821693520896,4472831821693520896,269.4874620099872,4.713900087331542,0.63879103392711,-1.2187819835801381,-4.9992819245782165,0.99574876,19.020731,1.5153904,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821693525376,4472831821693525376,269.48901138482205,4.7148557676804925,0.07934176111191858,-1.6518411555788055,-6.501713174253727,0.9274914,18.108072,1.0446205,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5072.256,4.782,-1.5422,1877.8954,0.0097,0.0078,0.0042
Gaia DR3 4472831821693543680,4472831821693543680,269.4972401881425,4.718966669785938,1.197547095868979,-27.48229484489093,-7.474513679998539,0.9278056,19.122162,2.2921486,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821693560576,4472831821693560576,269.4932157044153,4.721916551434028,0.23395859634823085,-5.6249424612500185,-2.4075672506488024,1.0778883,18.977215,0.98939514,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4947.6543,4.8351,-1.8654,2413.7263,0.0065,0.0053,0.0029
Gaia DR3 4472831821701585920,4472831821701585920,269.49303095221023,4.707704647379481,-2.6512006415541722,-1.6029616122410995,-3.845853619994885,0.95415145,20.581192,1.0050907,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821701596672,4472831821701596672,269.4946033134706,4.708474178926739,-0.2813844004730103,-3.5827946152589187,-16.48025429541385,1.0708688,20.41109,1.8999691,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821701607040,4472831821701607040,269.49585450371114,4.708569284693846,0.5059206223835602,-1.650554294399328,-4.8528801748622845,1.0730282,19.760666,1.8738918,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821704930944,4472831821704930944,269.4936857325882,4.712416364829911,0.7745925892837896,-2.528661179148592,-2.2788105011170736,0.96238047,20.597843,1.576355,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831821704931328,4472831821704931328,269.4940729868533,4.722472099952093,0.47483676843756667,-4.730763127059726,-3.6343038513786885,1.1632384,20.104263,1.2069302,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831825989861376,4472831825989861376,269.49806191874563,4.71045300065579,1.0522107462168442,2.8806192935381083,-2.6969200090734713,1.0809672,20.372896,1.8883362,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831825992700288,4472831825992700288,269.49963973240943,4.715393070715113,0.9641226563603463,-6.672392854277325,3.580961987562832,0.95048493,15.024134,1.0155535,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5714.965,4.4474,-0.1856,888.5714,0.4132,0.3394,0.1814
Gaia DR3 4472831825992700928,4472831825992700928,269.4927487231207,4.709074011642315,-0.10723020066101055,-5.252757146676209,-2.406483290507212,0.9950321,18.308992,0.9937992,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5021.5205,4.7926,-1.579,1952.4558,0.0255,0.0205,0.0112
Gaia DR3 4472831856053260672,4472831856053260672,269.50692954000607,4.714384789746032,-0.09514205959912167,-0.40669523040920463,1.8541632744467722,1.0253035,18.442997,1.0971813,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4825.759,4.8909,-2.2801,1576.5385,0.0227,0.018,0.0098
Gaia DR3 4472831929069075328,4472831929069075328,269.50826879215145,4.719943388094655,0.5284822532909129,-2.2219650103346726,-7.155768882751284,0.9201854,20.299921,0.8939724,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831929069081984,4472831929069081984,269.502612868489,4.726669651591025,0.6253593240255175,-2.5151244081144064,-12.78532740400834,0.99647367,20.378761,1.5789948,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831959132576768,4472831959132576768,269.5094192408869,4.733661815205434,0.025593881898375512,-0.22852310417265473,-5.42993114478468,1.0493327,18.888018,1.0290298,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4956.4517,4.8467,-1.9765,2289.0657,0.0031,0.0025,0.0014
Gaia DR3 4472831959132596096,4472831959132596096,269.5120309333333,4.7377426056684735,-0.0136879639176006,-5.696375153910282,-9.123804469577689,1.0122148,19.596798,1.2048855,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831993492056192,4472831993492056192,269.4277934187846,4.682028278169749,-1.253409163689497,1.982755434183091,-2.651372749892076,0.9638395,19.783955,1.1894493,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831993492065408,4472831993492065408,269.4258108840292,4.683515069462651,0.31139332290986577,-3.6258810206332215,-4.5634572939549605,0.93030745,17.920206,1.0602913,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4903.7075,4.8317,-1.7141,1421.9536,0.0229,0.0183,0.01
Gaia DR3 4472831993495617408,4472831993495617408,269.42910155989085,4.68473582174279,0.7502856473193453,0.8066952451779084,-0.9008337636937136,0.9574176,17.743626,1.4794102,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 4472831993503603200,4472831993503603200,269.43254824565065,4.680773293457671,0.3642668546986852,-3.120399366250659,-2.3097462739273253,0.9703945,19.489231,1.1975937,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831997788577792,4472831997788577792,269.4355081547084,4.680099241517256,0.884236309394188,-3.6577333403071375,-5.904064645714453,0.9517913,20.195312,1.3437843,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
