designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4472832234010403072,4472832234010403072,269.4448901428211,4.718094745379827,-0.09260660166573201,-2.6328055786262214,-11.368361640694989,1.1036729,18.385145,1.0267773,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5031.623,4.7876,-1.66,2048.8586,0.009,0.0072,0.0039
Gaia DR3 4472832234010407936,4472832234010407936,269.45171711649175,4.719132874101142,0.26321380212904744,-1.663542959219969,-4.736113214581965,1.0465481,18.014479,0.9686775,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5162.047,4.7963,-1.7583,1815.4442,0.0034,0.0028,0.0015
Gaia DR3 4472832234010418176,4472832234010418176,269.4527266650569,4.721688566699545,0.24743183810745636,-3.2130171721171075,5.771397241707528,0.965215,19.87272,1.7004662,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832234018219008,4472832234018219008,269.45848078565524,4.713542587235463,-0.6615394422256398,-1.290144996541939,-3.8557342046193557,1.063265,20.110687,2.6168823,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832234021791488,4472832234021791488,269.452689743147,4.719523787712469,0.9160233885244382,-4.861413291464026,-1.0108081363381034,0.9808645,19.27692,1.2725849,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832238306753024,4472832238306753024,269.4528420991245,4.71333322097457,2.343865530986541,12.550140171376693,25.581395196030886,1.0841987,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832238306754944,4472832238306754944,269.4474629331156,4.711732184638262,0.344660243810678,-6.123471862488156,-3.4959782218044144,1.0596873,19.594507,1.4867153,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832238306758016,4472832238306758016,269.4492475341079,4.717745440495498,,,,,20.75382,2.4412384,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832238306759040,4472832238306759040,269.44962454742733,4.720510903502595,-0.44248579123035203,-2.298687986768563,-6.461181572494931,1.0197438,20.564325,1.6281242,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832238307790464,4472832238307790464,269.4518605927445,4.7069190490513755,0.1172948673120912,-8.980904287062767,1.2577430681579693,0.9307947,18.336145,0.98643875,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5180.395,4.7932,-2.8,2132.258,0.0066,0.0054,0.003
Gaia DR3 4472832238309568640,4472832238309568640,269.4565564351622,4.714711000382779,-0.20954917050177715,-5.876458602597766,-1.7154395385712409,1.0158243,19.540556,1.9065018,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832238311496704,4472832238311496704,269.447409068251,4.7113476007793045,0.25594861784134465,-3.9228000444208244,-0.47335884270437,1.0102394,19.591845,1.1877251,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832268370009088,4472832268370009088,269.4079235247734,4.691244760357756,-0.11847691673194807,0.08226127885758396,-0.1369462476658713,1.0282407,20.001564,1.3049049,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832268370023552,4472832268370023552,269.40629164942476,4.694105383863749,0.28550251005890814,-2.628561038798819,-4.430716921888159,1.0376096,19.646893,1.1119938,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832268370039296,4472832268370039296,269.4024287057157,4.697235486765367,0.046868584384089695,1.5187177992086867,-6.07579332329601,1.0696197,20.142794,1.0681953,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832268370041088,4472832268370041088,269.4091193715328,4.697393005399256,0.32429316754004617,-2.105317112533794,-3.4752992561605454,0.93985665,20.049046,1.1411972,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832268370044416,4472832268370044416,269.41383848912494,4.697798129579668,0.3837896927258016,1.1870117572724965,-0.9564532723467193,1.0064119,18.44042,1.3987331,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4429.7573,4.5309,-0.0768,2195.7844,0.0164,0.0124,0.0065
Gaia DR3 4472832268370047104,4472832268370047104,269.40612504280074,4.6981381872728605,0.4191953942652933,2.848406579884644,-1.595678074811754,0.97607917,17.048868,1.1895676,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4653.252,4.398,-0.9489,1586.8488,0.0134,0.0105,0.0056
Gaia DR3 4472832268370051968,4472832268370051968,269.41197772192265,4.699883099282328,0.26733422163769427,5.8985727285242024,-5.112514618489108,1.1502501,19.319756,1.3705482,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832268377616896,4472832268377616896,269.41269808231493,4.693874962076398,-0.12523430162712307,-1.7057479499463433,-4.882820788361103,0.99180835,18.85549,1.0330505,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5016.401,4.7967,-1.6595,2458.7717,0.0092,0.0074,0.004
Gaia DR3 4472832268377636224,4472832268377636224,269.4149014112166,4.695204566242554,0.9964730053391735,-2.2331202574604494,-11.069617253102704,1.0439237,20.550337,0.9310894,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832272666509056,4472832272666509056,269.41156247659086,4.691057839543146,,,,,20.844498,1.5922718,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832272666510592,4472832272666510592,269.4128452689687,4.694831652146535,0.29601135784101024,-1.0463928816441364,-3.1775988035955516,0.9778681,20.184032,1.362606,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832272669313024,4472832272669313024,269.4120334098115,4.692868390101057,1.0061529987516242,3.3426521132973925,-0.5046079204154914,1.0107286,15.56469,1.1003103,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5414.593,4.5238,-0.2535,876.4966,0.4714,0.3828,0.2054
Gaia DR3 4472832272669313280,4472832272669313280,269.4135753708071,4.695488100395201,0.46410360765730474,-2.6007832957291543,-7.619733670945751,1.0248346,19.893942,0.9808178,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832272669315712,4472832272669315712,269.4064392882904,4.701519152600303,0.8258007615122097,2.05014121541887,-11.06277929183408,0.9483743,16.923746,1.3981018,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4334.743,4.5131,-0.5055,1028.6307,0.0474,0.0359,0.019
Gaia DR3 4472832272669924608,4472832272669924608,269.41306426872796,4.692299521991998,,,,,20.970675,0.3603649,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302729794048,4472832302729794048,269.42172900161415,4.700482525264023,0.3741369292422721,-13.370619724840129,-4.119676081128331,0.9889998,17.207699,0.99313545,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5538.133,4.7389,-3.3681,1439.9901,0.3083,0.2554,0.1412
Gaia DR3 4472832302729804544,4472832302729804544,269.4146683836449,4.702440394415731,0.3082391780835188,-3.78449916340379,-9.315968109267956,1.0623447,17.294317,1.0618591,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4989.181,4.7863,-1.4473,1208.3903,0.0347,0.0279,0.015
Gaia DR3 4472832302729808000,4472832302729808000,269.4189083701244,4.703467320140288,-0.17954498642761277,-2.9113517278376317,-6.80039977879624,0.9344354,19.952496,1.2093735,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302729824640,4472832302729824640,269.4172596387019,4.706479424628044,0.02063983299593983,-2.166387054727721,1.1692501911863795,1.0142083,19.46075,1.4849625,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302729826304,4472832302729826304,269.4256636049969,4.707023915218822,0.19220451075163447,-0.9728853831921556,-4.452699255785962,1.0277736,19.248661,1.0527363,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302729833984,4472832302729833984,269.41859565076686,4.708348607410838,0.3526261237833796,-4.24122476098172,-1.7615821344621188,0.96331424,19.010832,1.1358204,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302729835264,4472832302729835264,269.4136951915712,4.708288538009306,0.27419699176396756,-3.4624076725670143,-7.2040796966153495,1.0747766,18.91646,1.0695248,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,4764.1055,4.8733,-1.6912,2016.6555,0.0099,0.0078,0.0042
Gaia DR3 4472832302737346560,4472832302737346560,269.41148395895516,4.705225582107732,-0.26106529060628453,2.675275222621257,-2.548177235994368,1.0452298,20.195168,0.95523643,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302737377792,4472832302737377792,269.4152868715802,4.711018904273155,,,,,21.009724,1.2754478,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302737389440,4472832302737389440,269.4167647746342,4.697712419581464,0.9709084238304779,0.32597830988101767,-2.9411105708495335,1.0150394,20.359255,1.5371342,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832302737426176,4472832302737426176,269.4212116723405,4.704472625960631,,,,,20.9303,1.4536133,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832307026257024,4472832307026257024,269.41223984839996,4.70581208337314,,,,,19.919157,2.2766266,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832337089532544,4472832337089532544,269.3984185153022,4.700863382405314,-0.42144294287099976,-5.0608026446750785,-10.539750661158816,1.12275,19.626171,1.0764694,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832337089549568,4472832337089549568,269.4025021199488,4.703979183482544,0.058431323643877084,1.0794342063752482,-7.6562814789918985,1.0504104,18.637575,1.0203114,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4982.3193,4.8598,-2.0249,2011.5051,0.0032,0.0026,0.0014
Gaia DR3 4472832337089560832,4472832337089560832,269.4018585768245,4.7059095378586795,0.0685116304568524,-3.6557114125964816,-6.245724884041021,1.0195413,20.178648,1.3698483,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832337089563136,4472832337089563136,269.4056038846729,4.705953744765934,-0.06506236470595422,-2.5571566199982576,-2.586890993537673,1.107287,18.570978,0.9972248,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5076.2534,4.7903,-1.6498,2276.9521,0.0269,0.0219,0.0119
Gaia DR3 4472832337089578624,4472832337089578624,269.3976630851833,4.7096400537643355,0.10250292708397614,-0.4013718404157868,-1.1392568324880266,0.93269336,17.998562,1.1199512,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4783.3047,4.8239,-1.5009,1403.4672,0.0127,0.0101,0.0054
Gaia DR3 4472831924772772736,4472831924772772736,269.50054988149833,4.721593984966475,1.3905975211655222,-0.7932502305838577,-21.86129389079101,1.1704154,19.021658,2.486578,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831924772798848,4472831924772798848,269.50938407973064,4.725508267199923,0.6086939488453676,-1.482451711524563,-7.774915080091736,0.99234086,16.845503,1.1508007,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4732.614,4.4095,-0.9323,1514.7817,0.0153,0.0121,0.0065
Gaia DR3 4472831924774134272,4472831924774134272,269.50479859404606,4.728667227492253,0.6561682217441152,-2.461029417187016,-4.802699231902038,0.9861644,20.178507,1.3008118,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831924780848512,4472831924780848512,269.49985850852386,4.726055503606388,-2.1332131875649663,-4.896535723805592,-5.595730810271135,0.9939531,20.549759,1.3849144,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472831924784147328,4472831924784147328,269.5100828157528,4.7268431844574765,-0.4852171852265805,-5.6943585988592185,-4.021556195365469,1.0181346,20.203403,1.6394215,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371449322496,4472832371449322496,269.4019805206841,4.710798806721793,0.297085609942376,-1.278558800491338,-0.782435952890264,1.0227805,18.67249,1.1767025,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4618.4873,4.8751,-1.5976,1576.3766,0.0149,0.0116,0.0063
Gaia DR3 4472832371449336448,4472832371449336448,269.4059939600572,4.714106906594745,-0.19560351072446244,0.5563117091571099,-7.88101189263747,0.9447529,19.928288,1.0779877,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371449336576,4472832371449336576,269.4024268881471,4.712717284376244,0.33394013785547455,-2.9338797749344403,-4.2317409337778855,0.99294686,19.414982,1.248354,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371449341568,4472832371449341568,269.41058633262634,4.714871836793301,0.2872483252921133,-0.9493773668796187,-4.024157305457161,1.0175158,17.643898,1.3118019,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4424.573,4.611,-1.3914,1232.7192,0.0147,0.0113,0.0061
Gaia DR3 4472832371449351424,4472832371449351424,269.4118593473522,4.716788674277115,0.37835350222661346,-4.464513671307247,-6.551326862758232,1.0345213,17.990837,1.1957817,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4598.657,4.8212,-1.271,1262.5372,0.0139,0.0108,0.0058
Gaia DR3 4472832371449351552,4472832371449351552,269.4128635701923,4.715694659157449,0.008639762217581297,-1.9566265741870663,-4.33243610844779,0.96580434,18.59779,1.0227318,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4946.8613,4.8304,-1.8434,2036.9851,0.0058,0.0047,0.0025
Gaia DR3 4472832371449351680,4472832371449351680,269.4132954829436,4.717114183793782,0.1520049461786301,-0.22325235174893734,-2.995642882988637,1.0328479,19.501549,1.5043335,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371449351808,4472832371449351808,269.4024726701939,4.717071466704774,0.1231422964396989,-1.5540650691548499,-9.040930952733058,1.0716015,18.30507,1.1045418,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4849.086,4.8036,-1.4434,1746.857,0.01,0.008,0.0043
Gaia DR3 4472832371449371776,4472832371449371776,269.4088325034606,4.72086248353043,0.48899291012137,0.1735891002066052,-3.852936218813461,0.9436581,16.641508,1.0273094,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5150.645,4.4005,-0.8977,1654.2703,0.1527,0.1241,0.0671
Gaia DR3 4472832371450795520,4472832371450795520,269.40216321459405,4.714084471257416,1.0849968271970254,3.705429981469118,-9.415513637819076,1.1389816,19.906633,2.1815948,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371452745856,4472832371452745856,269.4098236895947,4.712113257723998,0.725060740355171,2.0345766975492006,-4.273708979284658,1.0207547,18.998537,2.3077374,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3372.226,4.6101,-1.1131,469.4941,0.2895,0.1923,0.1162
Gaia DR3 4472832371456793984,4472832371456793984,269.4078110553405,4.709982852878796,1.3181203757054303,-1.0218019143963564,-4.1889882501869895,1.0734315,20.07869,1.270071,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371459580800,4472832371459580800,269.40142866480363,4.713155057672766,-0.26034304568904854,-1.4836301726514818,-6.265880228234257,1.0845779,19.042978,1.155592,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832371459581440,4472832371459581440,269.4033520845982,4.710321252985574,-2.154874714153962,-7.1536808738288755,-20.308996705729296,1.0439092,20.581081,1.6041698,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832375745739392,4472832375745739392,269.4073465977966,4.709868450073098,0.6424887448948106,3.349677708032577,-3.9945605689629717,1.0520111,20.526089,0.9788952,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832375745739776,4472832375745739776,269.4067006694889,4.710146346852822,0.35475526683286607,-2.98124339557448,-14.035580028282228,1.0330235,19.450577,1.0015602,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832375748531584,4472832375748531584,269.40915390740724,4.7108201645517385,0.737195021299809,-7.482396073971786,-2.2590687110583296,1.2411832,13.945418,1.222475,-77.22864,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 4472832375748533120,4472832375748533120,269.40686607267867,4.719910373331692,0.5495931662997527,-1.350484412714419,-7.186334318689679,1.0274218,16.780039,1.0579891,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5125.552,4.6205,-0.5147,1268.8513,0.1654,0.1336,0.0717
Gaia DR3 4472832375748534144,4472832375748534144,269.40391792886123,4.720700676962202,0.7722019640595483,-7.734828104514195,-1.3221730044675952,0.95515245,15.91837,1.1347685,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5211.89,4.4606,0.0256,1161.2313,0.3656,0.2933,0.1555
Gaia DR3 4472832405809065344,4472832405809065344,269.4253106939949,4.712134764875269,0.28956097782297796,0.42651551959709966,4.68272450621909,1.0497758,19.691282,2.0306911,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832405809070720,4472832405809070720,269.42009713399966,4.713235329762523,-0.06476768578293066,-3.449488503585097,-5.869225151856194,1.0308287,19.358374,1.0974083,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832405809088768,4472832405809088768,269.42568073940214,4.717016895359181,0.2878650785214678,-1.6838119172219945,-4.928930300392761,0.99821395,19.276175,1.2803783,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832405809112960,4472832405809112960,269.4304652132774,4.722228280673073,0.5390011913421192,0.297416052012801,-8.972976839064708,0.9419468,19.973886,1.3040409,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832405816717440,4472832405816717440,269.4305194227784,4.709574866421418,,,,,20.929617,1.5649872,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832405816738816,4472832405816738816,269.4331997565679,4.719197317961718,,,,,20.861504,1.3856735,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832410105463808,4472832410105463808,269.4278625344647,4.7145409224069725,,,,,20.983004,2.537449,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832410105467008,4472832410105467008,269.4247041436113,4.714097244879531,-0.19036080925859458,-1.045126732105933,-7.158819259068604,0.9893022,20.028093,1.2797871,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832410105468160,4472832410105468160,269.4229947328069,4.714038880841427,0.34937626732424754,-2.092699056166216,-0.7872150991151527,0.9891289,20.662584,1.0970402,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832410106997632,4472832410106997632,269.4296621127361,4.7143423906797555,,,,,20.803423,1.458704,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832410108265728,4472832410108265728,269.4331953447116,4.71474020219839,0.735755062677323,4.7498776789869535,3.637316291698448,1.0102395,18.60622,1.8338776,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3882.128,4.7431,-1.5181,672.0361,0.3153,0.2264,0.1222
Gaia DR3 4472832410108266368,4472832410108266368,269.43180458749094,4.715765533609168,0.4862168330481099,-5.232247130407737,-11.085643158707375,0.95722795,15.306466,1.2941332,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5580.8647,4.1632,0.1041,1145.0665,1.0341,0.8285,0.4437
Gaia DR3 4472832440168854400,4472832440168854400,269.43739463942325,4.722271066194934,0.2719209787455588,-1.8095338701658576,-1.2242919708364088,1.021823,17.315903,1.0447826,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4985.942,4.7904,-1.6888,1164.1649,0.0512,0.0413,0.0224
Gaia DR3 4472832440168859904,4472832440168859904,269.44396122958057,4.723499170152881,0.1817786177850159,-3.350742349470399,-4.908176069261471,0.996864,16.908861,1.0701447,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5313.4326,4.6345,-0.7199,1343.0112,0.3362,0.2737,0.148
Gaia DR3 4472832440168864128,4472832440168864128,269.4388728017456,4.724723492206447,0.4008729458038573,-2.3041813803560665,-6.722958130493384,0.9980376,19.352568,0.87698364,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832440168879232,4472832440168879232,269.43866580292683,4.727017973433666,0.6204099304772535,4.861885530173662,-4.081379052013397,0.97783464,19.641249,2.2448444,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832440168884224,4472832440168884224,269.43377073825366,4.727441174916975,0.8448350359403514,0.24336009846610787,-3.919645045452373,1.2649966,17.764727,1.5810509,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4111.369,4.8053,-0.872,785.5879,0.0258,0.019,0.0102
Gaia DR3 4472832440168896768,4472832440168896768,269.4390768783807,4.7304990031279655,-0.7115003255260074,-2.702886577122925,-7.928972836087786,0.90864706,20.032942,1.1232758,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832440170272768,4472832440170272768,269.43566650076957,4.7236991313303065,1.658628674016207,0.5299311706707737,-2.011584984759229,1.0262905,19.851732,2.2649422,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444465194624,4472832444465194624,269.44015982991147,4.71839699138472,0.7400660739944553,-2.3990286677346173,-5.044108953667874,0.9586672,20.480062,0.77022934,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444465196288,4472832444465196288,269.43748456222585,4.718873290367603,0.7385765496590015,-1.996712093123183,-1.5886851509621869,1.0422252,20.743332,1.0594025,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444465199616,4472832444465199616,269.4417050007035,4.727288744661577,3.0619829526271394,2.7853984383914705,-6.422928635153548,0.96059483,20.705677,0.9012947,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444465199744,4472832444465199744,269.44020528335307,4.726332016196472,,,,,20.813616,1.7359657,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444465202304,4472832444465202304,269.4366009949219,4.726123329527459,0.7303387685460747,-3.397919319735768,-9.675266793222779,0.84925705,20.729454,0.9884491,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444465202688,4472832444465202688,269.4340968559409,4.724340807184565,0.294058636965989,-1.5852458260958704,-4.902675692183343,1.0829889,19.440348,1.3517094,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832444468003584,4472832444468003584,269.44095655605486,4.723931453751945,0.31592653216384514,-1.9755623737386392,-9.705345958281852,1.0150927,17.629116,1.0555115,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4930.9106,4.8394,-1.998,1215.7622,0.037,0.0297,0.0162
Gaia DR3 4472832444468005248,4472832444468005248,269.43431984348484,4.723947761873497,-0.0742610239284236,-2.5440923467582386,-9.08883554111184,1.0112451,19.72245,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832474528580096,4472832474528580096,269.41374920902336,4.72042163749361,0.15696069724277825,-5.026245830637076,-8.328693951316023,1.0238584,19.287008,1.6568241,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832474528589824,4472832474528589824,269.4260370298621,4.72193854866964,0.9663322750790254,-2.3571779826172397,-1.3680101636334465,0.94107175,19.070288,2.1212826,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832474528602624,4472832474528602624,269.4227880588248,4.724476766558327,,,,,19.142012,1.1060982,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832474528610688,4472832474528610688,269.41984532402836,4.7259970763380705,0.3620869790865445,-0.0924326025757607,-3.903402354094717,0.9976786,18.976913,1.0652218,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4900.215,4.8629,-2.0184,2245.9133,0.0056,0.0045,0.0025
Gaia DR3 4472832474528615552,4472832474528615552,269.42396861461333,4.726728568786602,1.8320309446514096,-8.885893268285264,-6.753474910798078,1.1763116,20.295616,1.4237099,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832474528624256,4472832474528624256,269.42172681242715,4.727699898873771,0.794644760163463,-7.958640355765947,-7.141021432026005,1.0282446,20.097126,0.99209213,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832474528634112,4472832474528634112,269.4165788362745,4.729446947123007,0.43108976887325845,-3.437383982854771,-10.796569101328194,0.98400575,18.43507,0.96909904,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5133.606,4.7898,-2.586,2144.3079,0.0401,0.0327,0.0179
Gaia DR3 4472832474536079744,4472832474536079744,269.4165332665261,4.720799552295816,-0.41453227792938424,-0.10837840105649868,-6.758505208655489,1.0932958,20.353958,1.7041664,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832478824949760,4472832478824949760,269.4231905415315,4.721334694676822,0.47501756867734296,-4.639070570482461,-7.545928969789476,0.9780598,20.782166,1.4020939,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832478825961600,4472832478825961600,269.4171362187287,4.729821117258881,-0.02877558173092966,-1.8279265115877223,-4.9334948466244954,0.9362816,19.538933,1.0746403,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832478826129536,4472832478826129536,269.41690665864274,4.728929915364299,0.08673225411381598,-3.549378199454516,-6.330513473805812,1.1300863,19.810804,0.9355221,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832478827747840,4472832478827747840,269.4150779582505,4.727125997389359,0.9087778753480711,-2.8644366373878087,-7.720150289161061,0.96156913,16.934,1.3244038,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4369.029,4.3864,-1.2353,1187.4419,0.011,0.0084,0.0045
Gaia DR3 4472832508888366848,4472832508888366848,269.42712374024364,4.728637527639427,0.9417954183893598,-8.734912782778377,2.240325064448106,1.0409524,19.464693,1.9869137,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832508888378112,4472832508888378112,269.429554067623,4.730910757915534,-0.7994346914780155,-2.7771082256770323,-4.893039796377262,0.96417856,20.167356,1.2907639,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
